frame,t_s,x_px_filt,y_px_filt,x_mm_abs,y_mm_abs,angle_deg_raw,angle_deg,mm_per_px,x_mm,y_mm,angle_deg_unwrapped,vx_mm_s,vy_mm_s,speed_mm_s,angular_vel_dps
3548,29.4369493,199.0044428,299.6979733,44.06093568,66.35516745,-0.689209778,-33.68920978,0.221406794,0.997320719,-0.929446864,-33.68468953,-0.420170281,-0.084218428,0.428527489,-5.692028705
3549,29.4408876,198.9927565,299.6998687,44.05834825,66.3555871,-0.68989884,-33.68989884,0.221406794,0.994733293,-0.929866511,-33.68899479,-0.418041143,-0.074513017,0.424629941,-5.61128969
3550,29.4595204,198.9828083,299.7011207,44.05614564,66.35586431,-0.690036653,-33.69003665,0.221406794,0.992530684,-0.930143721,-33.68985584,-0.313505158,-0.04164375,0.31625889,-0.604937447
3551,29.4660763,198.9744847,299.7018686,44.05430275,66.35602989,-0.690064215,-33.69006422,0.221406794,0.990687793,-0.930309308,-33.69002805,-0.312746581,-0.03122633,0.314301619,-0.234581079
3552,29.4720073,198.967666,299.70217,44.05279304,66.35609663,-0.690069728,-33.69006973,0.221406794,0.989178078,-0.930376043,-33.6900625,-0.202003863,-0.008532392,0.202183982,-0.015975882
3553,29.4767863,198.9622076,299.7021309,44.05158452,66.35608797,-0.69007083,-33.69007083,0.221406794,0.987969563,-0.930367389,-33.69006938,-0.210737413,-0.000441096,0.210737874,-0.006746139
3554,29.4858943,198.9579591,299.7018465,44.05064388,66.356025,-0.690071051,-33.69007105,0.221406794,0.987028916,-0.930304414,-33.69007076,-0.163736994,0.00722825,0.163896463,-0.001493537
3555,29.490274,198.954757,299.7013405,44.04993489,66.35591297,-0.690071095,-33.69007109,0.221406794,0.986319934,-0.930192386,-33.69007104,-0.132064314,0.018687705,0.133379959,-0.000332734
3556,29.5013185,198.9524572,299.7006876,44.04942572,66.35576841,-0.690071104,-33.6900711,0.221406794,0.985810761,-0.930047824,-33.69007109,-0.084502844,0.020971122,0.087066174,-4.45E-05
3557,29.5048548,198.950921,299.6999522,44.04908559,66.35560558,-0.690071106,-33.69007111,0.221406794,0.985470628,-0.929884994,-33.6900711,-0.064956235,0.021950863,0.068564953,-1.42E-05
3558,29.5178927,198.9500334,299.6991732,44.04888907,66.35543311,-0.690071106,-33.69007111,0.221406794,0.985274108,-0.929712528,-33.69007111,-0.032030371,0.026595945,0.041632787,-1.67E-06
3559,29.5326963,198.9496627,299.6983834,44.048807,66.35525824,-0.690071106,-33.69007111,0.221406794,0.985192039,-0.929537655,-33.69007111,-0.02151608,0.026701984,0.034291947,-6.68E-07
3560,29.5362918,198.9497074,299.6975908,44.04881689,66.35508276,-0.690071106,-33.69007111,0.221406794,0.985201927,-0.929362179,-33.69007111,0.005693472,0.026945414,0.027540352,-4.52E-08
3561,29.5488152,198.9500733,299.6968205,44.04889791,66.3549122,-0.690071106,-33.69007111,0.221406794,0.985282947,-0.92919162,-33.69007111,0.011235782,0.026468889,0.02875491,-1.14E-08
3562,29.5521835,198.9506798,299.6961015,44.04903218,66.35475301,-0.690071106,-33.69007111,0.221406794,0.985417223,-0.929032425,-33.69007111,0.024194689,0.032194402,0.040272354,-5.41E-09
3563,29.5656656,198.9514494,299.6954411,44.04920258,66.35460679,-0.690071106,-33.69007111,0.221406794,0.985587617,-0.928886207,-33.69007111,0.02678869,0.02423523,0.036124511,-5.10E-10
3564,29.5689504,198.9523284,299.6948411,44.0493972,66.35447395,-0.690071106,-33.69007111,0.221406794,0.985782243,-0.928753368,-33.69007111,0.03301018,0.025269194,0.041571674,-2.29E-10
3565,29.5822,198.9532692,299.694302,44.04960549,66.35435459,-0.690071106,-33.69007111,0.221406794,0.985990529,-0.928634009,-33.69007111,-0.027834801,0.103192356,0.106880487,-1.96E-11
3566,29.5878338,198.9542253,299.6938239,44.04981719,66.35424874,-0.690071106,-33.69007111,0.221406794,0.98620223,-0.928528155,-33.69007111,-0.036676394,0.126654647,0.131858096,-9.04E-12
3567,29.59787,198.9422421,299.6740206,44.04716402,66.34986414,-0.690071106,-33.69007111,0.221406794,0.983549057,-0.924143556,-33.69007111,-0.09420401,0.193773602,0.215459055,-8.23E-13
3568,29.6025876,198.9415694,299.6712899,44.04701509,66.34925955,-0.690071106,-33.69007111,0.221406794,0.983400125,-0.923538964,-33.69007111,-0.083079573,0.190524481,0.207850411,-3.94E-13
